Angle_0,Angle_1,Angle_2,Angle_3,Angle_4,Angle_5,Angle_6,Angle_7,Angle_8,Angle_9,Angle_10,Angle_11,Angle_12,Angle_13,Angle_14,Subfolder
60.92199755,71.436637,13.88216624,11.94526904,12.02966771,6.862652004,4.953184633,19.93947011,6.283999048,17.93754645,15.69934903,12.24486747,44.872805,107.4864709,12.78534728,3
24.09923288,48.47179223,23.39813799,12.08967028,8.148622183,6.167687727,9.060150151,15.79683406,7.163617893,16.50590153,9.68760696,5.227837251,69.10006455,38.49128077,3.397015473,3
58.12545466,26.50365272,15.09015285,16.69536243,9.409027311,5.893737948,13.9954387,20.84341839,8.660093228,14.95527638,38.0830173,11.91894666,31.12085911,35.94230725,14.22947737,3
45.16729089,56.194608,43.02268694,11.27068937,15.28859254,7.044158646,3.686247789,22.4520417,5.439397033,19.13383257,25.19774461,6.387009775,46.14129929,112.551231,24.03561171,3
31.22413616,18.31622894,13.33209088,24.6452738,21.77614757,11.05240516,23.64337397,27.34422064,3.290730314,39.91246246,15.93821528,4.133031975,72.37531859,31.94299413,16.3751943,3
55.89860494,74.43780339,12.37280646,1.706592879,9.897484361,7.030990389,7.25161554,18.23462398,1.160301513,8.939819113,19.27099648,7.746083137,26.61787979,97.85857632,19.00990319,3
44.45427855,42.20404146,9.788383557,12.08681758,9.787138578,2.576587848,3.439952077,19.7285657,6.461941494,16.16887457,17.45160124,4.927411245,46.24311911,84.67525488,11.57163726,3
60.80636314,62.20016239,9.052161113,7.327583626,16.44916028,7.315851093,3.740857501,20.44581189,5.075353908,16.78717577,15.24492051,5.097629794,29.97490126,101.4947141,16.87819477,3
36.01690692,58.07276278,13.31958089,16.8391014,5.390964034,2.575316676,8.133974149,11.27831328,5.622823386,20.17681674,11.81623917,15.65982833,58.06552257,55.06674046,13.17697007,3
36.79348876,71.84434505,12.67686216,16.18999374,17.41364828,4.698771203,12.12303477,25.10858698,7.068317919,22.49795087,23.87281708,13.34256586,34.728302,135.7833599,7.545758547,3
40.47147833,51.07937821,5.840404894,3.832774544,7.284519818,3.708391003,6.777574309,17.0992736,4.579927625,5.334581853,19.33179412,2.048187294,27.58192169,86.27512801,8.778151781,3
29.83814527,67.78270757,43.79713081,1.864561055,3.610976844,2.464112226,5.987726659,12.7640554,2.717997947,10.95291457,14.68657698,7.927700054,72.22951118,67.18314842,31.91101622,3
47.32872963,39.31506608,3.239473606,12.03730319,9.553820219,6.022685645,8.048573139,18.83967491,1.35118715,16.54201892,21.32447368,5.04805518,55.04500521,41.06185895,11.03336947,3
55.49282251,69.55502603,5.631418308,6.06737938,4.163241821,4.362395406,1.837338915,7.61266684,1.913684185,16.64859024,10.20475571,8.892645231,59.46064903,72.01411518,9.834574715,3
42.20586023,64.44908537,4.403478367,5.74966638,4.945729915,1.284809958,2.005219369,8.589826256,2.697366354,16.31018987,9.611654444,6.362015433,55.2176447,80.40985857,7.490202636,3
38.30585815,57.50000073,2.409068579,6.746253135,6.562187211,1.842888766,15.01774436,14.81222263,8.735294695,23.57047505,17.32427093,10.31717197,31.67222066,83.64423777,34.67386494,3
58.92359651,60.90697539,29.92560269,13.66761601,6.976563123,12.39168869,6.500420317,9.761774212,9.873591406,22.99607739,16.01451712,13.88651929,43.71819146,117.7919774,20.02376098,3
56.40272682,50.3668657,13.67216154,28.04459052,8.163241196,5.430709847,10.11992823,7.059785279,10.59843301,13.0848345,4.796664082,10.41911889,59.07933153,58.45293862,14.47583912,3
20.51234548,70.54994876,24.96868017,6.468806424,10.10797401,5.655969821,11.8412224,16.54107733,0.723556321,22.13770779,19.62995764,6.02267903,49.39146598,79.31256122,11.16968639,3
31.31395966,75.4079659,6.986246946,4.127438578,3.682468393,3.416163916,7.437047241,9.287621277,4.536481055,12.31448992,10.84951195,5.966774462,53.51609916,72.24697383,4.780651287,3
42.6031981,25.5268554,25.64721338,27.28096556,9.282280199,7.683918692,21.78693431,12.17424143,6.415104447,21.22479008,17.99370377,16.06279903,52.72202904,48.61909355,26.18204154,3
52.83070582,49.92744071,41.8000433,5.184462945,2.94598711,8.553885306,12.02193918,12.57469276,10.79178966,13.15887686,31.55789505,7.814468362,50.41117462,105.4885368,36.46396866,3
54.95746451,52.8753961,38.7843299,9.170449389,6.863397467,18.24239144,9.345589667,11.06205018,5.232863405,21.26025575,32.13092115,7.261511972,67.03803724,91.64262262,18.05521969,3
46.71277604,49.17131235,13.04140091,8.3054452,8.931811243,1.061550173,6.351834783,15.52730636,5.302373988,13.96765458,10.2269027,7.013540341,29.13342246,100.8555805,16.79550093,3
48.08262867,53.25454747,5.029467114,10.01235793,6.588335781,4.951531217,1.084528997,14.96836922,2.052292721,11.17008418,15.7349651,6.970959722,45.71819695,83.53764185,10.66150015,3
14.97931077,9.086244882,102.9002616,5.336381864,5.150883408,4.582053735,8.446119407,6.138118405,7.084434749,19.50397174,7.380484341,11.77688559,78.37568587,46.5727686,29.44321897,3
30.08775755,71.61696999,8.466693762,7.206052879,6.84147806,2.913953995,7.213765575,5.727762074,5.168488127,15.38663088,5.180630669,15.02697049,45.87100745,87.21429971,14.91973267,3
49.79178684,58.17295065,11.64533339,6.467327511,12.56764233,7.972770235,11.33429958,16.15114399,10.79032265,20.98177331,14.68407248,7.745739392,63.59047032,93.85042095,10.55319699,3
48.55236431,51.96674641,6.5477132,17.96114881,6.806686983,4.018079846,8.654484438,18.00227782,4.28007361,15.84626082,24.4906103,5.028063604,34.00684286,82.24781123,9.261701834,3
38.57011224,16.70450053,19.31451577,14.52333683,2.866069634,8.491925377,26.08661908,3.765604437,3.554007959,21.03430074,10.91654823,10.13514688,66.4554,36.39520475,13.41848514,3
49.25930325,51.45241786,7.794773922,12.31665306,8.667220482,0.917977298,7.172616801,14.48840032,3.97319226,19.30015544,12.44288653,6.560008403,48.23753771,77.39981922,13.67368757,3
50.24937577,51.70608722,2.691439383,2.839931382,6.36777054,3.714946096,2.397159891,15.90782525,2.063296228,10.28981615,16.69962481,4.443834829,39.86042569,79.36205767,11.77757418,3
29.81718401,13.06543534,16.97984282,12.85100242,4.225661275,9.724976897,28.29453781,5.874890188,4.812090146,15.08821103,4.738631093,9.948661313,53.86583941,35.79373172,21.31402254,3
39.5663703,66.75829844,35.13418233,9.151779434,6.32981554,9.8122881,11.19454384,3.176943288,7.294468285,19.87125913,11.78959616,11.5148822,36.94107752,117.1009188,21.53643056,3
36.16841281,61.02298183,5.026014765,8.334290242,7.403596256,1.71044272,5.351196178,15.86441722,4.786261231,3.192258556,15.71261923,3.439647706,42.40450478,67.2054789,7.402306121,3
43.06747165,76.40082264,7.115084491,8.648067717,11.15935722,4.540216812,1.730340207,10.28932841,2.94223056,18.84222733,10.73713496,6.037972297,63.36578356,72.51222683,8.260136802,3
42.97932415,37.21999205,6.579759295,25.14658605,2.499363052,4.418843802,14.0899341,12.88881257,2.599544387,13.21845883,16.48479534,6.841378303,56.4182614,57.74694245,17.57036058,3
38.69715292,33.66927517,23.42550286,8.32795239,10.74300724,4.089516268,14.63477105,18.73335675,5.477286443,17.71762172,15.60731852,5.869203683,53.48766891,36.06530966,16.92935983,3
37.42004926,26.00856982,68.46711009,17.96767027,11.59759104,2.622270049,11.76620484,16.35445684,4.014709018,27.81254999,18.95026029,6.542731786,64.4349622,73.82648735,25.09459507,3
43.0775345,36.22871426,44.23345966,7.218851827,14.28508351,6.221423133,9.378879059,21.81201983,7.13645126,13.27599473,35.4585284,12.15903385,53.22601495,41.48432304,34.39185265,3
30.9469328,74.49538717,28.48890344,5.821761812,7.811628801,8.453054431,2.839250483,6.295653004,3.644721298,11.70795166,11.26154227,3.251431315,45.8386046,99.69934798,20.15166071,3
49.73412121,62.49858358,12.36619022,8.514428813,10.23108324,0.445697456,7.859473644,16.54353285,5.343231634,11.51049267,13.61369234,9.045264558,25.7732515,109.9069567,18.57085822,3
15.50112862,34.05019338,31.96127783,10.43812088,14.87973345,13.55405358,9.474847919,34.23239716,9.65850323,22.35576651,32.23373755,3.658889647,24.33221622,115.9625076,27.46262114,3
35.42363032,61.93336035,19.09749158,16.03933517,16.74249856,1.98423686,12.8558374,28.53414184,5.61199262,29.38519262,22.90872816,9.782537438,49.24622989,93.10461941,12.47905061,3
48.00961571,77.44888647,22.66132716,9.550016118,6.770547806,8.155725531,7.384270008,9.959721488,7.02796859,11.82692102,13.6111473,9.662514703,33.57267492,118.9279677,20.28736699,3
33.8858556,64.29099598,6.471171103,9.082478838,4.175992868,0.84485293,6.687904665,9.956306135,6.042311291,15.84338627,9.991823724,8.122619117,47.92320365,76.30979411,4.484167684,3
45.9549172,77.89799516,9.270807774,4.965362872,11.79066686,7.879346629,5.323889356,13.15529062,6.087725682,14.1617781,9.539901442,10.03759131,28.3946258,101.8872606,22.82814344,3
54.39404125,50.05734828,0.48152309,9.002739505,5.857103996,6.588088424,8.356842061,12.90186619,2.309823411,11.41604196,21.08229797,6.582677322,58.60418066,75.79017653,12.2365566,3
33.84315071,63.17877805,34.01464178,12.51915871,9.839693688,4.870258416,8.379873517,14.10883805,1.302262886,19.79799368,18.66464319,7.399889661,88.49386906,67.30842567,15.14714218,3
52.49746386,57.12786291,3.428011558,6.912390737,6.607734397,1.072326266,4.292523212,10.50465206,2.399644792,17.4639777,9.745642929,9.786838942,38.58018314,106.5319757,10.00120774,3
39.48830447,57.79327096,11.74669544,14.96637986,9.172238449,7.500304412,3.991101336,13.66518209,2.172738906,19.47810047,6.949297021,8.564321442,38.72439278,93.40621789,10.97738571,3
50.78354382,77.31300562,21.96231639,5.109222581,9.491400323,2.116390327,3.232255022,14.46342884,1.558895692,18.17718428,20.57218168,8.629513683,34.67791216,115.9602108,25.76430305,3
53.3494445,63.1173334,6.192468527,10.06947729,6.643325961,3.227478366,3.226724918,9.806052629,5.139011257,22.86531752,8.890982252,9.994617289,56.01650521,81.28097839,11.98072689,3
45.24143836,51.26178759,3.335135242,15.64396665,5.643777093,0.729002581,5.010608406,11.47236284,3.925357473,22.60343402,8.322075572,9.75210683,31.80544122,116.3680754,10.60122005,3
27.18058556,85.66685794,13.93171475,6.161192452,14.01913329,3.079705398,3.870657264,13.93142056,6.848376762,18.40143958,7.219279268,11.84687611,32.27924399,133.4610728,13.31649074,3
24.7100179,31.00385832,24.70639641,14.35742378,15.17227206,14.20128706,6.534387959,28.33535477,8.579624701,14.87927057,30.96549153,12.81363652,30.44699248,37.40696378,30.78211571,3
42.77687899,50.14674242,31.92620902,10.37497548,1.808282908,15.10784435,2.271367906,1.908442894,12.10682713,23.86922083,6.425519155,16.15198777,101.796957,36.07280115,17.40417206,3
27.44480389,62.4904312,9.824695693,4.202221548,1.419298761,3.577500328,6.855527251,6.00519892,5.124581505,3.267473409,5.553717732,8.366822594,60.09382284,58.90417328,10.55822264,3
49.92005403,45.95577689,2.80334492,7.400287909,11.85251841,2.692602113,4.852229956,21.22916577,0.245234982,20.63400089,18.2938136,5.425879647,45.61549064,99.02912682,9.687550824,3
50.26172379,58.32516549,11.06084546,8.183374362,8.695174896,2.189380471,4.136733898,11.9370811,3.692449607,22.9926685,6.988139417,9.197930628,48.7760313,100.3808451,10.59500097,3
18.23399776,82.61871079,22.69508278,14.17313801,9.608055225,5.88311929,2.937325416,10.60076159,2.116688775,10.84361331,15.16706972,3.921090449,68.77865829,69.00096999,10.11525269,3
47.22619725,80.61661953,8.976005501,3.7379857,1.430110565,5.097967427,3.057033309,10.64307617,7.178788871,14.22661499,12.08356554,10.44582687,81.43496904,61.06616775,11.52715702,3
57.17692596,54.65925058,7.399780665,10.561744,6.060214263,1.837708951,3.935896333,7.846703846,4.161770982,20.84677692,10.03830824,8.337781257,43.50253329,103.3083561,13.19162488,3
34.3366807,8.312459736,8.874524546,52.60770051,3.450836611,2.329895317,31.11138029,4.31666938,0.492243286,3.612356707,20.10950944,3.555006404,86.59313397,75.87015304,17.16726258,8
27.62649466,2.606219094,10.09121015,40.59641325,5.875519761,6.255419555,25.49940765,8.187188445,3.577835679,17.23390913,2.973717572,7.840195518,24.16900147,27.3463141,8.889100256,8
18.755752,14.39929615,18.76771638,36.78178448,22.11524769,4.08294247,36.35134361,19.69681184,8.219717263,30.04869146,17.46220287,6.842779633,16.25611153,9.541430249,9.576269623,8
21.51354238,15.69339006,16.1774834,7.924868223,5.542493443,2.862015132,14.26248823,3.45528573,6.350120311,26.0642904,8.476173172,11.78572338,15.03617108,87.62069116,18.61770085,8
15.04707215,3.94082793,14.59026949,41.07872873,7.670307081,13.08962597,28.61907237,9.319868242,7.365119242,18.3207383,3.196794819,8.125283563,9.075263405,4.516198482,12.08830872,8
35.41182501,6.985772132,11.08949928,38.5399191,2.941673979,11.89546641,23.48434928,6.471563326,5.404493703,11.43389137,7.407375027,2.736243894,2.106747742,4.397736036,6.609518286,8
30.55135598,5.700352071,15.56702343,41.7564895,8.918590566,6.143569246,28.00270432,6.701604869,6.708228489,14.53985725,5.027796222,10.14224331,35.19984041,68.41393206,10.56105786,8
21.53813361,13.19656645,21.89125569,28.69961296,8.443658839,3.775061764,29.64106704,3.815620686,1.65846803,29.3112026,5.424964495,2.426080852,10.15893223,148.2208135,8.430386177,8
33.51447745,3.884703229,21.85035893,42.29925526,5.137239193,2.85393865,25.87916822,1.224493451,3.708839161,22.88201302,5.329887532,3.505233469,22.30840468,124.1885645,8.869608982,8
35.49365656,4.188601248,17.84513879,46.56537392,3.581736485,6.650575099,29.55359588,3.696373415,2.697982908,13.82944764,9.005340395,4.227715513,17.18621215,17.60641161,9.495192011,8
38.95486542,25.71827917,0.84721015,20.67342818,5.383136902,8.800697837,8.815005919,11.15310962,7.124389001,6.833343558,8.144619824,11.38153302,20.13249556,60.12620437,65.24928398,8
35.04513999,3.353424597,12.65713565,43.69560089,3.343478411,12.05773001,26.38374704,5.385162727,6.50702024,17.28882867,13.53225006,4.650373515,4.412981557,11.72097778,8.302596915,8
7.636813207,12.18394685,25.32941988,50.63727719,20.98262174,3.047509565,45.63779021,19.85233939,4.589472739,36.72495999,15.09708847,6.579779205,23.61436159,6.32957495,6.529739565,8
13.02720286,6.111050337,19.03220443,45.68524945,12.70572845,1.882511811,32.97362447,15.31609596,9.840744129,19.86041918,18.34710548,9.715133421,20.40706014,9.48022098,20.07804923,8
31.81957685,4.653208092,11.67316721,35.28386793,2.415675336,8.369770957,22.01797408,4.153955084,5.18389017,14.64718421,2.797878615,4.587472237,3.877487058,5.59799163,8.495745221,8
31.31407177,4.061870759,31.84623955,34.31644606,7.438909658,3.307288366,18.73702799,8.285618234,1.071751424,12.31062613,2.418535207,4.334360744,37.97740239,97.17923447,2.730827378,8
17.74010746,19.87984159,16.70795132,5.504812313,4.022885,1.714257694,13.31331512,0.932914772,5.298517708,19.73784384,20.00073995,14.39447257,35.87013882,61.95342094,9.563979045,8
25.37768104,2.866933041,14.70094575,47.2394472,11.19606266,10.35160663,25.95949886,15.41351665,4.218059883,3.344958816,7.099721991,12.78925429,40.79932275,48.0094032,18.48374451,8
29.77413304,1.586248936,11.52428297,36.25840155,2.477271372,7.158286071,21.39182194,3.593664119,3.168770362,12.95365782,6.057915183,3.374656042,9.76302087,4.256514137,4.170922109,8
28.35728951,0.983402251,17.89837568,43.83007652,3.618502385,13.8393688,30.75793982,3.802766199,7.545575141,21.35158993,9.029161193,1.553525018,4.949473974,9.619491711,2.396846964,8
18.38746334,25.92414214,23.30189335,27.19979872,8.03836197,2.207105917,3.725793716,3.646212577,5.511562186,14.48841695,3.009158253,3.69581383,43.07394483,81.5759252,33.15391201,8
23.47477658,10.18761584,7.389694238,14.01341739,4.039326506,6.02026049,12.28870899,10.13068452,4.556609109,7.349478995,5.027586371,5.723052939,10.69217223,159.7072559,14.3438065,8
16.49473696,11.34698324,5.389614595,24.64160045,5.836654946,3.562450086,3.08438018,3.002323627,5.756082094,11.08935927,5.994400565,4.632009326,46.02486834,96.68106055,28.15636464,8
26.26917353,10.71497495,27.46472405,48.50327395,7.339660968,4.462702503,26.40319071,5.697127413,4.81217583,14.03102606,12.22266554,5.5222866,43.91451738,104.4143315,8.91552149,8
22.98668097,5.175227477,20.42465184,52.5626209,10.51116844,7.30947018,33.97142154,19.05120745,7.642462497,26.11953144,15.43835735,10.87088046,25.81253869,13.71459163,3.99271155,8
41.34447551,1.327444339,29.26195072,45.49007906,5.501382516,5.456096654,30.05435024,3.137485315,2.847705232,16.63103335,6.765495296,6.239820431,33.84650325,110.2937901,9.948653127,8
29.71764529,2.88244519,13.9804414,35.15883326,3.231456971,7.344521273,21.73803855,3.730630225,4.671692675,14.2179489,3.523884745,7.102395897,16.59644643,9.009649811,11.45468219,8
48.74291392,18.68684543,8.668423289,17.2725079,3.050772231,5.270421378,10.55141477,7.123718045,5.002051431,6.518299768,5.457803278,7.119159972,16.65646344,136.2191586,27.08076553,8
13.52786361,7.816476587,16.76873774,35.29745095,8.844330887,4.896815989,47.00897997,9.831683498,9.553969614,53.91513168,9.30467935,6.381709902,57.0015937,12.13346138,4.940862308,8
18.07528509,24.52989903,24.98200475,22.04464288,7.783190537,6.056633895,3.782565837,14.15700039,7.63290091,19.13002225,10.34310763,10.08420973,51.23855487,85.62222475,55.47819865,8
34.94872649,2.234745846,15.26262412,30.18522648,6.795102737,7.051323817,23.09515524,5.746408415,12.94792864,12.34773346,21.67737099,17.02901113,26.88488594,17.57496032,21.83808301,8
34.48474209,7.866737628,40.22669324,47.05126087,4.798058467,1.472359643,35.61008187,1.998066277,2.595289901,20.82693154,2.517017733,4.408051236,6.691541858,162.5570291,5.177913024,8
25.78425871,7.323860617,25.08606538,19.09976152,5.448669949,4.676903145,5.313379778,4.438161281,9.193426941,8.155318132,5.896282984,3.508486832,33.12372431,60.72418062,37.52926797,8
20.23912764,24.65279183,24.75281954,2.327676342,6.134219648,4.316373428,7.517169723,6.213895329,3.591381733,47.30173219,13.28307856,35.11541907,56.68081624,68.31833474,48.17096162,8
14.81290132,2.673398964,12.15254564,32.95480292,6.691186348,26.15968249,24.76093332,8.9177049,16.23230828,23.45116925,10.04638825,3.860308921,20.20093831,9.802692466,3.038342742,8
25.28017496,6.283847679,19.07076618,45.0659983,7.305372143,1.596498197,26.52383911,7.02676511,1.684577977,17.49101293,9.768997096,3.322003938,31.25678429,64.08155056,29.66640032,8
35.58671756,18.97280997,37.43262439,16.66615684,3.988985006,4.303078995,3.151647771,7.475042053,7.708024864,6.787092736,5.691979762,11.26326135,9.620855878,163.5233995,5.575383674,8
35.85094808,11.05745121,12.3006536,41.21430496,6.788355593,12.77754448,25.45489411,13.50120962,10.63022241,11.27786432,7.42830545,9.072413797,1.730984245,5.337955518,9.14151221,8
35.25017052,7.779400814,10.57750793,38.44674132,5.020441561,12.16710905,23.42327935,9.927495881,5.864083598,10.96889751,10.69592822,2.88663724,2.689617813,6.160709536,8.881109001,8
33.02748559,12.27616849,22.66911906,47.00798326,12.41849997,6.204003043,27.5865494,4.855377952,2.280114662,9.455178485,1.901078053,4.454734386,28.80085449,25.48734183,11.19430587,8
27.56767666,16.51278222,35.83693639,49.89201439,4.877329,1.532914849,44.87426602,2.205890525,2.96117854,41.81775745,3.490329824,3.309182952,28.70771142,22.87809177,73.10072287,8
4.465923861,10.39562486,13.48845431,65.86240436,3.577951527,5.928545704,66.32501897,4.106983695,3.91264375,62.44525906,6.920531186,8.009917646,45.94273223,4.045827192,16.02761654,8
27.29705556,9.796453541,23.80345291,14.67198253,9.962790037,3.70562721,1.845176492,15.08560225,1.257144888,8.627085561,1.786498472,2.104471801,32.41332017,66.72605505,33.92114131,8
29.26919084,6.873253986,30.51782337,55.39985577,3.505273583,2.192738609,42.79126305,1.529398362,1.990660281,26.17858355,2.474695309,5.897364271,22.3383393,31.30367923,21.00761912,8
14.58585033,3.191311134,8.935018301,48.07138115,8.010171494,6.08766258,53.46734471,5.747518824,5.764756572,45.25910547,9.102324446,4.315090065,29.90233266,18.18039156,2.688221228,8
31.32888784,8.941674913,19.00211275,27.01633866,6.122098124,2.485947517,23.04981937,4.947568761,1.028400855,10.06267192,25.02006904,10.96968451,40.45629285,68.49259155,14.35735219,8
38.02109054,1.739538732,27.86906468,40.40392568,5.447573779,3.933906973,24.87446325,4.162361497,1.787727354,22.98556414,7.352670052,4.832897866,16.95665125,128.5133787,9.509957434,8
26.54749478,10.16409452,25.98920818,18.62443303,5.393427982,12.58487957,5.072941823,6.338726516,12.81859322,10.1792606,4.400169947,3.93534778,34.58833643,62.59894398,30.38780712,8
27.81126326,5.527677023,36.86789302,44.4959424,3.281401689,2.584892915,36.21589664,1.876230921,3.185916999,24.51140097,5.346281382,5.07085315,14.15379014,155.1644506,16.66632937,8
30.61999512,3.889882458,10.25487321,45.95390696,4.268354901,5.967155043,25.74270644,4.701019874,4.763017352,14.84025084,0.609610148,6.418117897,6.976661427,1.702187165,2.960082123,8
40.83882863,3.221154923,32.15368522,39.85874517,6.138259435,5.218338972,24.83622901,2.748600607,1.044185115,12.69913739,5.058194149,2.844277362,25.14416292,117.0744997,5.772416952,8
28.96486777,3.887164981,20.19473702,25.57130854,5.082925013,2.700944307,20.4565388,4.011185968,2.259867513,13.15965685,4.42007559,4.553131718,37.96321331,63.30674993,11.44033938,8
37.70558275,8.023850698,42.72703914,42.23560979,3.883432581,1.807659538,33.47154199,0.746350612,1.261653979,27.15122666,2.558207193,2.638527976,9.734770509,172.7448559,10.3974008,8
37.15754767,27.40937561,7.502495526,41.87603689,4.223862504,5.785980302,38.3340977,7.871500564,4.887515318,39.86363098,18.111728,0.45684573,35.69745441,24.58609421,1.730290776,8
31.53667507,3.76787555,13.74565427,31.60682576,10.54473863,12.88016872,58.21000171,39.84569784,18.94217882,63.91576913,37.49747745,38.6754119,65.7313246,34.97230557,30.58366517,6
29.41044372,3.48054195,13.01126611,49.40612097,10.0307089,5.43627044,60.35040723,47.40847609,22.27428777,70.35758935,44.6566598,32.22195362,69.65417958,39.23076171,21.38681486,6
18.32973764,22.87865401,12.97327109,28.53737716,7.826273884,7.334087606,65.08744755,70.0595667,39.70231434,63.13558787,60.10530097,22.29508234,43.22668019,23.03281998,6.851806901,6
10.24970885,8.688392834,13.2107533,12.51375684,20.36100547,13.79807321,45.91556365,29.7665715,17.92513264,51.49381558,58.31306781,44.2533693,52.50899481,28.47166843,28.7102262,6
34.15653023,14.23200188,20.64112364,39.23431613,1.799217432,2.539979495,33.59041886,131.4488494,12.19379706,73.15300534,90.95057102,15.84062258,87.70187245,77.51088914,9.150826819,6
31.49356574,15.53960418,32.34088686,43.66312887,3.801606645,0.450657575,49.95594428,143.2803604,17.44735515,37.17567828,132.9684545,22.44348401,49.35018394,114.3885033,16.95399318,6
7.273610945,3.393600775,9.487895029,12.86730685,3.594688019,3.213994551,112.996862,72.61186177,8.272231276,132.0269257,39.30887312,11.26159306,114.2941271,55.06810755,7.502838458,6
20.00292121,29.53317104,31.63793048,40.69056498,4.744002753,7.415213631,21.75833625,153.4666347,17.95397162,21.70345018,146.8385064,16.01190192,37.48042479,132.3760836,20.28441052,6
59.00132313,14.42742874,5.685290721,31.85160521,5.799666219,6.087563092,14.07196175,140.7045821,29.96198058,31.63713035,131.6511413,21.74467375,31.58698805,121.783106,20.14050487,6
16.65290619,1.810874661,10.80408322,17.3330114,2.892158104,9.101850136,49.83787628,72.1227824,39.70470494,73.99787747,78.77144034,45.89993867,90.78464772,65.894331,48.18891027,6
29.27990861,20.68490261,12.99130058,32.11995757,0.875885495,3.903629161,74.14980346,61.21505038,24.01917735,87.96697548,58.48396271,34.29355686,94.87320986,41.25432179,23.14017428,6
27.58338641,30.72048165,8.325379817,16.28330924,7.268738325,22.25507931,56.83071278,50.42634487,14.90851565,57.00731279,127.0697795,21.88680538,29.93220808,64.48661994,71.34504276,6
12.48463561,2.394356591,14.16316861,48.5083982,5.504208379,2.561177237,13.18455684,118.7500856,39.67519143,42.86081172,121.9169428,31.33050987,59.88784237,110.4411517,34.44748642,6
25.60402017,21.1551458,9.539182572,36.96270941,6.861126137,0.822851728,40.00259495,117.7056046,23.33169961,29.69035381,116.746726,25.01408772,34.87688365,102.2355076,20.45627458,6
28.31059185,6.616673137,12.85368898,46.21175383,20.63991991,14.86436248,63.03712977,58.27362726,34.62020516,69.35918227,64.28644123,47.42435309,69.746237,46.62755874,41.72891509,6
36.38790739,2.495658034,11.05932371,41.45942982,8.720012563,9.436535472,55.42205121,57.47785863,31.77063888,67.88449555,50.08726592,45.46302678,68.0438485,34.82642539,28.66705073,6
23.81191259,11.32575444,10.00922396,40.75083506,10.59323052,11.85416829,49.2160336,67.77771792,21.68675547,51.69059452,81.00470139,34.52799705,50.20462308,56.46423275,22.28890854,6
15.80727334,6.008596151,8.024301447,33.02619956,6.390667398,11.03861004,23.32182916,134.0270187,16.57548457,24.39150482,124.2185869,21.26496678,56.91262566,108.4692733,20.03539376,6
20.41920735,10.78949884,15.06368965,62.50987198,5.284869728,5.027584642,81.49230745,82.09622243,32.31053188,77.40608012,80.34243848,50.16436186,93.23949184,61.7561167,27.64542967,6
16.64818371,1.60473562,7.928872808,21.5224147,3.235802752,6.791208096,48.86903364,66.10712074,31.86235257,62.21431824,76.71589109,47.98269997,77.39702523,57.32259317,54.01684269,6
